DATOS,PAÍS,ODS,INDICADOR ODS,TIPO DE FUENTE,FUENTE,MÉTODO DE RECOLECCIÓN,OBJETIVO DE LOS DATOS,LEGISLACIÓN RECOLECCIÓN,LEGISLACIÓN CONFIDENCIALIDAD,LEGISLACIÓN RESTRICCIÓN DE COMERCIALIZACIÓN,VARIABLES,INFORMACIÓN GENERADA,DESAGREGACIÓN GEOGRÁFICA,DISPONIBLE EN LÍNEA,FORMATO,DISPONIBLE EN,FECHA DE CONSULTA,"PERIODICIDAD DE 
 DIFUSIÓN",ÚLTIMA PUBLICACIÓN,CATEGORIAS USUARIOS,USUARIOS DE LA INFORMACIÓN,OBSERVACIONES,CONSULTADO EN
DIRECTORIO DE EMPRESAS Y ESTABLECIMIENTOS (DEE),COSTA RICA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PÚBLICO,"INSTITUTO NACIONAL DE ESTADÍSTICAS Y CENSOS ""INEC""",REGISTRO ADMINISTRATIVO,Elaborar estadísticas económicas y conocer los movimientos y estructura de los diferentes sectores económicos. Sirve como marco muestral para realización de censos y encuestas. Permitir una mayor planificación y ejecución de estas operaciones,,,,"Total empresas * Ubicación (Provincia, cantón o Distrito) * Actividad Actividad económica * Tamaño","Total de empresas según intervalo de trabajadores * Total de empresas según intervalo de trabajadores por categoría de empresa * Total de empresas según Provincia, Cantón y Distrito * Total de empresas según Provincia, Cánton y Distrito por Intervalo de Trabajadores * Total de empresas según sectores de actividad económica a un dígito",NACIONAL* PROVINCIA * CANTÓN * DISTRITO,SI,XLS,http://www.inec.go.cr/economia/directorio-de-empresas-y-establecimientos-0,24/07/2016,ANUAL,2015,,,http://www.inec.go.cr/economia/directorio-de-empresas-y-establecimientos-0,
DIRECTORIO DE EMPRESAS Y ESTABLECIMIENTOS (DEE),COSTA RICA,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,"INSTITUTO NACIONAL DE ESTADÍSTICAS Y CENSOS ""INEC""",REGISTRO ADMINISTRATIVO,Elaborar estadísticas económicas y conocer los movimientos y estructura de los diferentes sectores económicos. Sirve como marco muestral para realización de censos y encuestas. Permitir una mayor planificación y ejecución de estas operaciones,,,,"Total empresas * Ubicación (Provincia, cantón o Distrito) * Actividad Actividad económica * Tamaño","Total de empresas según intervalo de trabajadores * Total de empresas según intervalo de trabajadores por categoría de empresa * Total de empresas según Provincia, Cantón y Distrito * Total de empresas según Provincia, Cánton y Distrito por Intervalo de Trabajadores * Total de empresas según sectores de actividad económica a un dígito",NACIONAL* PROVINCIA * CANTÓN * DISTRITO,SI,XLS,http://www.inec.go.cr/economia/directorio-de-empresas-y-establecimientos-0,24/07/2016,ANUAL,2015,,,http://www.inec.go.cr/economia/directorio-de-empresas-y-establecimientos-0,
ENCUESTA ACERCA DE LA IMPORTANCIA DE LA DIVERSIDAD DE GÉNERO E INNOVACIÓN EN EL AREA DE STEM,COSTA RICA,5 IGUALDAD DE GÉNERO,,SECTOR PÚBLICO,ACADEMIA NACIONAL DE CIENCIAS,ENCUESTA POR MUESTREO,"Medir la diversidad de género y su caracterización en la ocupación de puestos en las áreas de Ciencias, Tecnología, Ingeniería y Matemáticas, y las nuevas caras de la Innovación para contribuír al proceso global de la ciencia.",,,,Genero * Innovación *Area ocupacional,,NACIONAL,NO,NA,ACADEMIA NACIONAL DE CIENCIAS,25/07/2016,NO ESTABLECIDO,SIN RESULTADOS PUBLICADOS,,,http://anc.cr/noticias/noticia.html?tx_ttnews%5Btt_news%5D=607&cHash=af2f564f57355e3224ce7e73e36e3b1b,
ENCUESTA INTEGRACIÓN LOCAL DE LA POBLACIÓN REFUGIADA COLOMBIANA EN COSTA RICA,COSTA RICA,3 SALUD Y BIENESTAR,,ACADEMIA,UNIVERSIDAD DE COSTA RICA. FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,ENCUESTA POR MUESTREO,"Identificar el flujo de refugiados y la integración local de los Colombianos en Costa Rica, Su caracterización sociodemográfica y su situación actual migratoria",,,,Edad * Sexo * Seguro social * Tiempo vivir en Costa Rica * Tipo Vivienda * Provincia * Educación * Atención médica privada * Atención médica pública * Situación migratoria * Pago alquiler vivienda,"Situación migratoria actual * Distribución de los jefes de hogar por grupo de edad y sexo * Distribución de los jefes de hogar según status actual y seguro social * Según años de vivir en Costa Rica * Distribución de los hogares según tamaño y sexo del Jefe(a) * Distribución de las viviendas, según tenencia * Distribución de refugiados según provincia * Asistencia centros educativos",NACIONAL,NO,NA,UNIVERSIDAD DE COSTA RICA. FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,27/07/2016,NO ESTABLECIDO,2003,,,http://webcache.googleusercontent.com/search?q=cache:0NTn7SZ-obIJ:www.acnur.org/t3/recursos/bdl/bdl/%3FeID%3Ddam_frontend_push%26docID%3D12571+&cd=9&hl=es&ct=clnk&gl=co,
ENCUESTA INTEGRACIÓN LOCAL DE LA POBLACIÓN REFUGIADA COLOMBIANA EN COSTA RICA,COSTA RICA,11 CIUDADES Y COMUNIDADES SOSTENIBLES,,ACADEMIA,UNIVERSIDAD DE COSTA RICA. FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,ENCUESTA POR MUESTREO,"Identificar el flujo de refugiados y la integración local de los Colombianos en Costa Rica, Su caracterización sociodemográfica y su situación actual migratoria",,,,Edad * Sexo * Seguro social * Tiempo vivir en Costa Rica * Tipo Vivienda * Provincia * Educación * Atención médica privada * Atención médica pública * Situación migratoria * Pago alquiler vivienda,"Situación migratoria actual * Distribución de los jefes de hogar por grupo de edad y sexo * Distribución de los jefes de hogar según status actual y seguro social * Según años de vivir en Costa Rica * Distribución de los hogares según tamaño y sexo del Jefe(a) * Distribución de las viviendas, según tenencia * Distribución de refugiados según provincia * Asistencia centros educativos",NACIONAL,NO,NA,UNIVERSIDAD DE COSTA RICA. FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES,27/07/2016,NO ESTABLECIDO,2003,,,http://webcache.googleusercontent.com/search?q=cache:0NTn7SZ-obIJ:www.acnur.org/t3/recursos/bdl/bdl/%3FeID%3Ddam_frontend_push%26docID%3D12571+&cd=9&hl=es&ct=clnk&gl=co,
"ESTADISTICA DE MERCADO DEL SERVICIO DE ACUEDUCTO:ABONADOS, CONSUMO, INGRESOS 2004-2013",COSTA RICA,6 AGUA LIMPIA Y SANEAMIENTO,,SECTOR PÚBLICO,AUTORIDAD REGULADORA DE LOS SERVICIOS PÚBLICOS (ARESEP),REGISTRO ADMINISTRATIVO,"Mostrar la evolución mensual que han tenido variables o indicadores como lo son los abonados (servicios), el consumo total y por abonado, los ingresos, etc para medir las variaciones tarifarias y controlar la calidad de la información",,,,Mes * Categoría Tarifaria * Región * año * Abonado * Consumo en m3,Servicio mensual y anual de acueducto(abonados) * Servicios de acueducto por Región del AYA * Metros cúbicos de acueducto * Consumo mensual por abonado * Ingresos facturados en Colones,NACIONAL,SI,XLS,http://aresep.go.cr/estadisticas-de-servicios/374-aya-principales-variables-e-indicadores-de-mercado-abonados-consumo-ingresos-2004-2013,27/07/2016,ANUAL,27-feb.-14,,,http://aresep.go.cr/component/acesearch/search?query=ESTADISTICAS%20ACUEDUCTO,
DATOS ENERGÉTICOS MÁS RELEVANTES 2014 A MAYO 2016,COSTA RICA,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,AUTORIDAD REGULADORA DE LOS SERVICIOS PÚBLICOS (ARESEP),REGISTRO ADMINISTRATIVO,"Mantener actualizada la información mensual y hacer su comparativo con el homólogo del año anterior de los datos, de generación energética, más relevantes de Costa Rica a mayo 2016 para detectar de manera oportuna, el quehacer del CENCE como operador del Sistema y operador del Mercado (OS/M).",,,,Demanda mes * Energía Térmica * Energía Renovable * Tipo Energia renovable* Energía importada *Año * Cantidad combustible usado * Exportaciones de energía,Demanda energética mensual 2014-2016 * Porcentaje demanda energética atendida con energía renovable 2014-2016 * Composición energía renovable 2016 * Composición de la generación de energía renovable nacional 2016 * Energía térmica generada 2014-2016 * Gasto en combustibles 2014-2016 * Energía importada por mes * Energía exportada por mes 2014-2016,NACIONAL,NO,NA,AUTORIDAD REGULADORA DE LOS SERVICIOS PÚBLICOS (ARESEP),27/07/2016,MENSUAL,may.-16,,,http://aresep.go.cr/images/Datos_Matriz_generacion_CR.pdf,
DATOS ENERGÉTICOS MÁS RELEVANTES 2014 A MAYO 2016,COSTA RICA,7 ENERGÍA ASEQUIBLE Y NO CONTAMINANTE,,SECTOR PÚBLICO,AUTORIDAD REGULADORA DE LOS SERVICIOS PÚBLICOS (ARESEP),REGISTRO ADMINISTRATIVO,"Mantener actualizada la información mensual y hacer su comparativo con el homólogo del año anterior de los datos, de generación energética, más relevantes de Costa Rica a mayo 2016 para detectar de manera oportuna, el quehacer del CENCE como operador del Sistema y operador del Mercado (OS/M).",,,,Demanda mes * Energía Térmica * Energía Renovable * Tipo Energia renovable* Energía importada *Año * Cantidad combustible usado * Exportaciones de energía,Demanda energética mensual 2014-2016 * Porcentaje demanda energética atendida con energía renovable 2014-2016 * Composición energía renovable 2016 * Composición de la generación de energía renovable nacional 2016 * Energía térmica generada 2014-2016 * Gasto en combustibles 2014-2016 * Energía importada por mes * Energía exportada por mes 2014-2016,NACIONAL,NO,NA,AUTORIDAD REGULADORA DE LOS SERVICIOS PÚBLICOS (ARESEP),27/07/2016,MENSUAL,may.-16,,,http://aresep.go.cr/images/Datos_Matriz_generacion_CR.pdf,
ACUEDUCTOS COMUNALES (ASADAS O RURALES ) EVALUACION 2010,COSTA RICA,6 AGUA LIMPIA Y SANEAMIENTO,,SECTOR PÚBLICO,AUTORIDAD REGULADORA DE LOS SERVICIOS PÚBLICOS (ARESEP),REGISTRO ADMINISTRATIVO,Medir el riesgo Sanitario en Acueducto y su impacto en la salud de la población,,,,Estado tanques de almacenamiento * Sistemas de cloración * Calidad agua * Convenio Aya * Cédula Jurídica * Residentes abastecidos * N° conexiones * N° abonados * Servicio crítico * Moras,Calificación del riesgo (vulnerabilidad) acueductos rurales 2010 * Condiciones en qué fueron encontrados los acueductos comunales al momento de su evaluación,NACIONAL,SI,XLS,http://aresep.go.cr/agua-potable/index.php?option=com_content&view=article&id=600&catid=106&Itemid=315,27/07/2016,NO ESTABLECIDO,2010,,,http://aresep.go.cr/component/acesearch/search?query=ACUEDUCTOS%20COMUNALES,
ACUEDUCTOS COMUNALES (ASADAS O RURALES ) EVALUACION 2010,COSTA RICA,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,AUTORIDAD REGULADORA DE LOS SERVICIOS PÚBLICOS (ARESEP),REGISTRO ADMINISTRATIVO,"Detectar los problemas del área Administrativa y Sanitaria a través de la inspección en el sitio, durante el proceso de suministro de acueducto . Medir el riesgo Sanitario en Acueducto y su impacto en la salud de la población",,,,Estado tanques de almacenamiento * Sistemas de cloración * Calidad agua * Convenio Aya * Cédula Jurídica * Residentes abastecidos * N° conexiones * N° abonados * Servicio crítico * Moras,Calificación del riesgo (vulnerabilidad) acueductos rurales 2010 * Condiciones en qué fueron encontrados los acueductos comunales al momento de su evaluación,NACIONAL,SI,XLS,http://aresep.go.cr/agua-potable/index.php?option=com_content&view=article&id=600&catid=106&Itemid=315,27/07/2016,NO ESTABLECIDO,2010,,,http://aresep.go.cr/component/acesearch/search?query=ACUEDUCTOS%20COMUNALES,
ACUEDUCTOS COMUNALES (ASADAS O RURALES ) EVALUACION 2010,COSTA RICA,11 CIUDADES Y COMUNIDADES SOSTENIBLES,,SECTOR PÚBLICO,AUTORIDAD REGULADORA DE LOS SERVICIOS PÚBLICOS (ARESEP),REGISTRO ADMINISTRATIVO,"Detectar los problemas del área Administrativa y Sanitaria a través de la inspección en el sitio, durante el proceso de suministro de acueducto . Medir el riesgo Sanitario en Acueducto y su impacto en la salud de la población",,,,Estado tanques de almacenamiento * Sistemas de cloración * Calidad agua * Convenio Aya * Cédula Jurídica * Residentes abastecidos * N° conexiones * N° abonados * Servicio crítico * Moras,Calificación del riesgo (vulnerabilidad) acueductos rurales 2010 * Condiciones en qué fueron encontrados los acueductos comunales al momento de su evaluación,NACIONAL,SI,XLS,http://aresep.go.cr/agua-potable/index.php?option=com_content&view=article&id=600&catid=106&Itemid=315,27/07/2016,NO ESTABLECIDO,2010,,,http://aresep.go.cr/component/acesearch/search?query=ACUEDUCTOS%20COMUNALES,
"ESPH: ABONADOS Y CONSUMO ACUEDUCTO Y ALCANTARILLADO, PERÍODO 2005 - ABRIL 2011",COSTA RICA,11 CIUDADES Y COMUNIDADES SOSTENIBLES,,SECTOR PÚBLICO,AUTORIDAD REGULADORA DE LOS SERVICIOS PÚBLICOS (ARESEP),REGISTRO ADMINISTRATIVO,"Presentar mensualmente, los abonados y el consumos de acueducto y alcantarillado de la ESPH, clasificado por categoría tarifaria, en básico y excedente, para el período 2005 - abril 2011.",,,,Tipo de abonado * Consumo domiciliario * Consumo Empresarial * Consumo Preferencial * Consumo Gobierno,* Consumo acueducto mensual por tipo de abonado y por tipo de consumidor,NACIONAL,SI,XLS,http://aresep.go.cr/estadisticas-de-servicios/754-esph-abonados-y-consumo-acueducto-y-alcantarillado-periodo-2005-abril-2011,27/07/2016,ANUAL,abr.-11,,,http://aresep.go.cr/component/acesearch/search?query=ESPH%20ABONADOS,
"ÁREAS DE RIEGO, PISCICULTURA Y BOMBEO SERVIDO POR EL SENARA EN EL 2003, 2004 Y 2005.",COSTA RICA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PÚBLICO,AUTORIDAD REGULADORA DE LOS SERVICIOS PÚBLICOS (ARESEP),REGISTRO ADMINISTRATIVO,"Presentar héctareas regadas y el número de usarios 2003,2004, 2005",,,,Subdistrito * tipo de Riego * Tipo de bombeo * Area Psicultura,"Cuadro Áreas de riego, psicultura y bombeo servido por el SENARA en el 2003, 2004 y 2005.",PROVINCIA,SI,XLS,http://aresep.go.cr/estadisticas-de-servicios/702-areas-de-riego-piscicultura-y-bombeo-servido-por-el-senara-en-el-2003-2004-y-2005,27/07/2016,ANUAL,dic.-05,,,http://aresep.go.cr/component/acesearch/search?query=aresep%20area%20de%20riego,
ENCUESTA MENSUAL DE EXPECTATIVAS DE INFLACIÓN Y DE VARIACIÓN DEL TIPO DE CAMBIO,COSTA RICA,8 TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO,,SECTOR PÚBLICO,BANCO CENTRAL DE COSTA RICA (BCCR),ENCUESTA POR MUESTREO,Mostrar expectativas de inflación para el período y las expectativas de variación del tipo de cambio para el período en análisis,,,,IPC * Agentes Económicos * Mes,Expectativas de inflación y de variación del tipo de cambio 2007-2012 *Perspectivas económicas * Desempeño y perspectiva empresarial,NACIONAL,SI,HTML,http://www.bccr.fi.cr/indicadores_economicos_/Encuestas_economicas.html,27/07/2016,MENSUAL,may.-12,,,http://www.bccr.fi.cr/indicadores_economicos_/,PARA EXTRACCIÓN
ENCUESTA MENSUAL DE EXPECTATIVAS DE INFLACIÓN Y DE VARIACIÓN DEL TIPO DE CAMBIO,COSTA RICA,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,BANCO CENTRAL DE COSTA RICA (BCCR),ENCUESTA POR MUESTREO,Mostrar expectativas de inflación para el período y las expectativas de variación del tipo de cambio para el período en análisis,,,,IPC * Agentes Económicos * Mes * Factores de inflación * Tipo de Industria (empresario),Expectativas de inflación y de variación del tipo de cambio 2007-2012 *Perspectivas económicas * Desempeño y perspectiva empresarial * Variación promedio de inflación * Factores expectativa de inflación,NACIONAL,SI,HTML,http://www.bccr.fi.cr/indicadores_economicos_/Encuestas_economicas.html,27/07/2016,MENSUAL,may.-12,,,http://www.bccr.fi.cr/indicadores_economicos_/,PARA EXTRACCIÓN
ESTADÍSTICAS HISTÓRICO DEL BONO DE VIVIENDA DESDE 1987 A 2016,COSTA RICA,1 FIN DE LA POBREZA,,SECTOR PÚBLICO,BANCO HIPOTECARIO DE LA VIVIENDA (BANHVI),REGISTRO ADMINISTRATIVO,"Presentar información de clientes beneficiarios del bono familiar de vivienda asignado a través de la entidad, como ente rector del Sistema Financiero Nacional para la Vivienda (SFNV) dedicado exclusivamente al financiamiento de vivienda para los sectores de menores ingresos del país y de la clase media.",,,,Número de casas con bono familiar de vivienda asignado * Valor Bono asignado * Sexo * Zona geográfica * Estrato * Propósito * Provincia * Región,Número de bonos de vivienda asignado por genero a junio 2016 * Número de bonos de vivienda asignados por zona geográfica * N° de bonos de vivienda asignados por zona * N° de bonos de vivienda asignados por estrato * N° de bonos por propósito * N° de bonos por género * N° bonos por provincia,NACIONAL * PROVINCIA * REGIONAL,SI,PDF,http://www.banhvi.fi.cr/publicaciones/estadisticas/Cuadrodetalle2015.pdf,27/07/2016,ANUAL,jul.-16,,,http://www.banhvi.fi.cr/publicaciones/estadisticas.aspx,PARA EXTRACCIÓN
INDICADORES DE SEGURIDAD SOCIAL 2006-2013,COSTA RICA,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,CAJA COSTARRICENSE DE SEGURO SOCIAL (CCSS),REGISTRO ADMINISTRATIVO,Mostrar información de indicadores con datos demográficos y datos de cobertura seguridad social 2006-2013,,,,Población activa * Año * Pensionados vejez * Tipo de consulta médica * Especialidad medicina * Exámenes de laboratorio * Mortalidad hospitalaria * Incapacidad laboral,Utilización servicios de salud general * utilización servicio de cirugía * Servicios de apoyo seguro de salud * Calidad servicios de salud * Incapacidades laborales temporales * Gastos en prestaciones seguros de pensiones * Ingresos seguros de pensiones,NACIONAL,SI,DOC,http://www.ccss.sa.cr/est_indicadores,27/07/2016,ANUAL,sep-14,,,http://www.ccss.sa.cr/est_actuarial,PARA EXTRACCIÓN
